Institutions,Date,Title,Subject Area,Journal,Link
"Korea University","2025-08-22","Loading Rate in Single-Leg Drop Landing: Associations With Risk Factors for Ankle Sprain","","https://pubmed.ncbi.nlm.nih.gov/40842799/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","Association of patient, physician and visit characteristics with inappropriate antibiotic prescribing in Japanese primary care: a cross-sectional study","","https://pubmed.ncbi.nlm.nih.gov/40842720/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","Multinuclear Cu <sub><em>n</em></sub> S <sub><em>m</em></sub> clusters encapsulated by aromatic micelles as aqueous red-to-NIR phosphorescent ink","cell","https://pubmed.ncbi.nlm.nih.gov/40842697/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","Supramolecular conformational control of photolability in polymer networks crosslinked with a kinetically stable pseudo[1]rotaxane based on a coumarinylmethyl ester","","https://pubmed.ncbi.nlm.nih.gov/40842688/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","The relationship between radiotherapy dose and cognitive outcomes in functional brain network hubs of glioma patients with predominantly left frontal lobe lesions","","https://pubmed.ncbi.nlm.nih.gov/40842644/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","Dialysis independence for a young patient with refractory multiple myeloma treated with teclistamab: A case report","cell","https://pubmed.ncbi.nlm.nih.gov/40842465/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","Performance of serum gelsolin as a biomarker for mucosal activity in Crohn's disease: a comparison with C-reactive protein","","https://pubmed.ncbi.nlm.nih.gov/40842461/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","Telehealth in palliative care settings: A systematic review of argument-based ethics literature","","https://pubmed.ncbi.nlm.nih.gov/40842413/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","The role of ecological niche and seed mass in macroevolution of germination tolerance to salinity","","https://pubmed.ncbi.nlm.nih.gov/40842279/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","MUTE-Seq: An Ultrasensitive Method for Detecting Low-Frequency Mutations in cfDNA With Engineered Advanced-Fidelity FnCas9","","https://pubmed.ncbi.nlm.nih.gov/40842147/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","Individual- and neighborhood-level factors influencing diet quality: a multilevel analysis using Korea National Health and Nutrition Examination Survey data, 2010-2019","","https://pubmed.ncbi.nlm.nih.gov/40842067/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","Risk factors for Q fever incidence in South Korea: a comparative analysis using frequentist and Bayesian methods","","https://pubmed.ncbi.nlm.nih.gov/40842064/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","The effectiveness of radiotherapy and transarterial embolization for advanced gastric cancer bleeding","","https://pubmed.ncbi.nlm.nih.gov/40841936/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","Particle Arrangements and Optical Changes Induced by the Water Swelling of Melanin-Like Polydopamine Layers","","https://pubmed.ncbi.nlm.nih.gov/40841913/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","Evaluation of the HumanMethylationEPIC v2.0 Bead Chip Using Low Quality and Quantity DNA Samples","","https://pubmed.ncbi.nlm.nih.gov/40841873/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"Korea University","2025-08-22","Habitual Scratching in Atopic Dermatitis and Its Association with Disease Severity: Findings from Japanese Health Insurance Claims and App-Based Data","","https://pubmed.ncbi.nlm.nih.gov/40841864/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Unlocking the potential of lipid nanoparticles for enhanced glioma therapy: Recent advancements and future perspectives","cell","https://pubmed.ncbi.nlm.nih.gov/40845485/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Defect-engineered cerium-based metal-organic frameworks via dynamic ligand competition: increasing coordinatively unsaturated sites for enhanced phosphate adsorption","","https://pubmed.ncbi.nlm.nih.gov/40845451/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Structural, functional and biochemical characterisation of apolipoprotein(a)-containing low-density lipoproteins","","https://pubmed.ncbi.nlm.nih.gov/40845449/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","A membrane-bound IL-2 promotes CAR-NK cell proliferation, anti-apoptosis and anti-tumor activity","cell","https://pubmed.ncbi.nlm.nih.gov/40845437/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Multi-omics profiling reveals liver-retina axis in high-fat diet-induced early retinopathy","","https://pubmed.ncbi.nlm.nih.gov/40845434/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","The costs of the diagnosis and treatment of canine coccidioidomycosis in endemic regions, USA, 2022","","https://pubmed.ncbi.nlm.nih.gov/40845432/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Risk factors of depressive and anxiety symptoms in Chinese adolescent girls: a cross-sectional study","","https://pubmed.ncbi.nlm.nih.gov/40847121/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","The impact of the number of non-opioid psychotropic medications and their co-exposures during pregnancy on short-term outcomes in full-term neonates","","https://pubmed.ncbi.nlm.nih.gov/40847116/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Alpha-Synuclein Lesions in the Peripheral Nervous System of the Larynx in Parkinson's Disease","","https://pubmed.ncbi.nlm.nih.gov/40847092/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Birth weight in relation to maternal and neonatal biomarker concentration of perfluorooctane sulfonic acid: a meta-analysis and meta-regression from a systematic review","","https://pubmed.ncbi.nlm.nih.gov/40847085/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Structural and mechanistic insights into dual activation of cagrilintide in amylin and calcitonin receptors","","https://pubmed.ncbi.nlm.nih.gov/40847076/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Sensor-based evaluation of intermittent fasting regimes: a machine learning and statistical approach","","https://pubmed.ncbi.nlm.nih.gov/40847068/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","GraphVelo allows for accurate inference of multimodal velocities and molecular mechanisms for single cells","cell","https://pubmed.ncbi.nlm.nih.gov/40847023/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Impact of radiation therapy on breast satisfaction and health-related quality of life after breast reconstruction: a multicenter cross-sectional controlled study (Reborn study-02)","","https://pubmed.ncbi.nlm.nih.gov/40847020/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Evidence for compositionality in fMRI visual representations via Brain Algebra","","https://pubmed.ncbi.nlm.nih.gov/40847014/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Bioinformatics mining and experimental validation of prognostic biomarkers in colorectal cancer","nature","https://pubmed.ncbi.nlm.nih.gov/40847013/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","An intelligent diagnostic model for pulmonary nodules utilizing chest radiographic imagery and its application in community-based lung cancer screening","","https://pubmed.ncbi.nlm.nih.gov/40847012/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","The novel role of DUSP4 in suppressing ferroptosis and promoting cytotoxicity of CD8<sup>+</sup> T cells in MSI colorectal cancer","cell","https://pubmed.ncbi.nlm.nih.gov/40847010/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Predictive value of subgenual cingulate normative connectivity to TMS treatment site for antidepressant response in routine clinical practice: a prospective, multisite cohort study","","https://pubmed.ncbi.nlm.nih.gov/40847007/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Dysfunctional circular RNA network in major depressive disorder: dissecting the cell identity and potential clinical applications","cell","https://pubmed.ncbi.nlm.nih.gov/40847006/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Mycoviruses steer fungal fitness","","https://pubmed.ncbi.nlm.nih.gov/40847000/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","SARS-CoV-2 infection induces pro-fibrotic and pro-thrombotic foam cell formation","cell","https://pubmed.ncbi.nlm.nih.gov/40846999/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","α-Ketoglutarate dictates AMPK protein synthesis for energy sensing in human cancers","cell","https://pubmed.ncbi.nlm.nih.gov/40846998/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Conversion of natural cytokine receptors into orthogonal synthetic biosensors","cell","https://pubmed.ncbi.nlm.nih.gov/40846994/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Exploring the anticancer potential of nitrated N-substituted-4-hydroxy-2-quinolone-3-carboxamides: synthesis, biological assessment, and computational analysis","cell","https://pubmed.ncbi.nlm.nih.gov/40846973/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Immunosenescence and cancer: molecular hallmarks, tumor microenvironment remodeling, and age-specific immunotherapy challenges","cell","https://pubmed.ncbi.nlm.nih.gov/40846970/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Determinants of health facility choice for delivery among women participating in group antenatal care in Machakos county, kenya: A cross-sectional survey","","https://pubmed.ncbi.nlm.nih.gov/40846963/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Clinical applications of circulating tumor cells in metastasis and therapy","cell","https://pubmed.ncbi.nlm.nih.gov/40846962/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Circulating proteins and metabolites panel for noninvasive preoperative diagnosis of epithelial ovarian cancer","","https://pubmed.ncbi.nlm.nih.gov/40846961/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Lipid metabolism in age-related musculoskeletal disorders: insights into sarcopenia and osteoporosis","","https://pubmed.ncbi.nlm.nih.gov/40846955/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Internet addiction and anxiety-depressive comorbidity among chinese adolescents: the mitigating effects of physical activity in a large-scale cross-sectional study","","https://pubmed.ncbi.nlm.nih.gov/40846929/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","How delays in seeking medical care for cervical cancer patients are affected by their health-seeking behaviour: a qualitative study","","https://pubmed.ncbi.nlm.nih.gov/40846923/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Diurnal rhythm of the human plasma proteome","","https://pubmed.ncbi.nlm.nih.gov/40846907/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Correction: Study protocol for a stepped-wedge, randomized controlled trial to evaluate implementation of a suicide risk identification model among behavioral health patients in three large health systems","","https://pubmed.ncbi.nlm.nih.gov/40846903/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Personalized circulating tumor DNA dynamics inform survival and response to immune checkpoint blockade in recurrent/metastatic head and neck cancer","cell","https://pubmed.ncbi.nlm.nih.gov/40846896/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","The role of bone in whole-body energy metabolism","","https://pubmed.ncbi.nlm.nih.gov/40846895/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Functional characteristics of fresh antitumor immune interferer GDF-15 in multiple cancers","","https://pubmed.ncbi.nlm.nih.gov/40846894/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Perceived indoor thermal environment and depressive symptoms among older adults in the Japan Gerontological Evaluation Study","","https://pubmed.ncbi.nlm.nih.gov/40846888/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Correction: A Comprehensive Behavioral Dataset for the Abstraction and Reasoning Corpus","","https://pubmed.ncbi.nlm.nih.gov/40846876/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","High-resolution global distribution projections of 10 rodent genera under diverse SSP-RCP scenarios, 2021-2100","","https://pubmed.ncbi.nlm.nih.gov/40846874/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Use of computer vision analysis for labeling inattention periods in EEG recordings with visual stimuli","","https://pubmed.ncbi.nlm.nih.gov/40846872/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Portable and affordable device for on-site quantitative detection of somatic cells in milk","cell","https://pubmed.ncbi.nlm.nih.gov/40846868/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Engineering kidney developmental trajectory using culture boundary conditions","","https://pubmed.ncbi.nlm.nih.gov/40846864/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Lymph nodes molecular subtypes unravel lymph nodes heterogeneity and clinical implications in colorectal cancer","cell","https://pubmed.ncbi.nlm.nih.gov/40846857/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Harnessing artificial intelligence to identify Bufalin as a molecular glue degrader of estrogen receptor alpha","","https://pubmed.ncbi.nlm.nih.gov/40846852/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Redox-innocent scandium(III) as the sole catalyst in visible light photooxidations","","https://pubmed.ncbi.nlm.nih.gov/40846847/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Unraveling morphological brain network disparities Parkinsonian tremor from essential tremor: an artificial intelligence approach for clinical differentiation","","https://pubmed.ncbi.nlm.nih.gov/40846840/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Unraveling consistently altered brain activations of language deficits in schizophrenia: evidence from ALE meta-analysis","","https://pubmed.ncbi.nlm.nih.gov/40846837/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Cannabinoid 1 receptor availability in posttraumatic stress disorder: A positron emission tomography study","","https://pubmed.ncbi.nlm.nih.gov/40846835/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Patterns of maternal and child health services utilization and associated socioeconomic disparities in sub-Saharan Africa","","https://pubmed.ncbi.nlm.nih.gov/40846832/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Utilization of duckweed in phytomining of gold mine tailing and its potential to produce gold nanoparticle","","https://pubmed.ncbi.nlm.nih.gov/40846819/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Loss of RhoA in microglia disables glycolytic adaptation and impairs spinal cord injury recovery through Arhgap25/HIF-1α pathway","cell","https://pubmed.ncbi.nlm.nih.gov/40846818/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
"IBS","2025-08-22","Mechanisms and genomic implications of break-induced replication","","https://pubmed.ncbi.nlm.nih.gov/40846811/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1HyCEy3kccvK7zE0-AQi3b_3KChicv5K_t8YL3UITyEWtrEgUY&fc=20250822210237&ff=20250823023008&v=2.18.0.post9+e462414",""
